,NU_INSCRICAO,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_ST_CONCLUSAO,IN_TREINEIRO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,NU_NOTA_REDACAO,ESC_PAI,ESC_MAE,PESSOAS_RESIDENCIA,BANHEIRO,QUARTOS,CARRO,CELULAR,FIXO,COMPUTADOR,INTERNET,Q026,TIPO_EM,RENDA,NOTA_TESTES,NOTA_ENEM
70690,170005254208,RJ,22.0,F,0.0,1,0,410.1,497.6,488.0,383.9,0,520.0,H,D,3.0,B,B,A,D,A,B,B,A,A,1368.6696297249146,1779.6,2299.6
81493,170006499428,PI,17.0,M,0.0,2,0,488.1,362.2,385.8,420.8,0,380.0,E,H,4.0,B,C,A,D,A,A,A,B,A,463.5589740423922,1656.9,2036.9
34332,170005262121,RJ,18.0,F,0.0,1,0,414.4,430.5,412.4,527.8,1,460.0,H,B,6.0,B,C,A,C,B,B,B,A,A,0.0,1785.1,2245.1
123917,170001814856,SP,16.0,F,0.0,3,1,579.7,536.2,495.2,645.6,1,740.0,B,C,4.0,B,D,C,E,B,C,B,C,A,2618.489250387303,2256.7000000000007,2996.700000000001
115723,170006384093,BA,33.0,F,0.0,1,0,455.3,470.7,425.4,431.4,0,600.0,E,B,1.0,B,C,A,B,A,A,A,A,A,1332.2262342876281,1782.8000000000006,2382.8
56980,170000354421,PB,17.0,F,,2,0,470.3,519.8,520.7,409.1,1,560.0,B,C,6.0,B,C,A,C,A,A,B,B,A,441.1716919588684,1919.9,2479.9
67728,170005793961,PI,18.0,M,0.0,2,0,494.9,555.6,475.5,423.6,1,0.0,A,A,4.0,B,C,A,B,A,A,A,B,A,682.0643914945423,1949.6,1949.6
119214,170002554541,TO,18.0,M,0.0,2,0,482.9,490.9,426.6,442.2,1,300.0,E,F,3.0,C,D,A,C,B,B,B,B,A,1081.2830547274993,1842.6,2142.600000000001
53541,170004809956,CE,17.0,M,0.0,2,0,602.6,558.4,568.6,583.8,1,620.0,G,F,4.0,C,D,B,E,B,B,B,B,B,9094.402659508922,2313.4,2933.4
74846,170000253893,SP,18.0,F,0.0,1,0,630.9,710.1,578.5,723.1,0,900.0,G,E,4.0,D,D,C,D,B,C,B,A,D,9197.549035404723,2642.6,3542.6
2639,170000816808,SP,24.0,M,0.0,1,0,592.4,568.5,541.5,663.3,0,480.0,F,E,1.0,B,B,A,B,A,B,B,A,A,0.0,2365.7,2845.7
151222,170005639846,CE,20.0,F,0.0,2,0,439.5,487.4,478.6,445.5,1,0.0,D,D,5.0,B,B,A,D,A,A,B,B,A,255.95613920836442,1851.0,1851.0
146454,170000873052,MG,15.0,F,0.0,3,1,536.5,597.7,558.9,626.3,0,740.0,E,E,3.0,D,D,C,D,B,C,B,C,D,4201.149790473165,2319.4,3059.4
146048,170004531922,PA,30.0,F,0.0,1,0,580.6,364.7,391.5,515.5,1,640.0,E,E,4.0,B,C,B,C,A,B,A,A,A,1885.974106369493,1852.3,2492.3
78839,170003195100,AP,28.0,M,,1,0,429.4,486.6,467.7,370.2,1,440.0,A,B,3.0,B,B,A,B,A,A,A,A,A,0.0,1753.9,2193.9
75897,170006236495,SP,35.0,F,0.0,1,0,528.3,526.0,476.2,409.0,1,460.0,A,A,2.0,B,B,A,B,A,A,A,A,A,0.0,1939.5,2399.5
9018,170000607070,BA,18.0,F,0.0,2,0,445.9,431.4,452.3,433.5,0,0.0,E,E,5.0,B,C,A,B,B,B,B,B,B,3229.9586142561097,1763.1,1763.1
23134,170001890263,MG,21.0,F,0.0,1,0,424.5,476.9,404.0,418.2,1,620.0,D,D,3.0,B,C,A,C,B,A,A,A,A,1283.2724791794722,1723.6,2343.600000000001
94567,170000547437,RS,17.0,F,0.0,2,0,446.1,422.5,430.5,472.5,1,560.0,D,C,3.0,C,D,C,D,B,C,B,B,A,2240.175933935795,1771.6,2331.6
118152,170001109847,MG,19.0,M,0.0,1,0,517.7,593.1,561.8,377.5,0,520.0,E,E,5.0,C,D,B,B,B,B,B,A,A,6821.805172776327,2050.100000000001,2570.100000000001
85553,170004611090,SP,17.0,F,0.0,3,1,495.7,581.5,559.3,521.9,1,640.0,D,G,3.0,E,D,D,C,B,C,B,C,D,2441.642103460982,2158.4,2798.4
119887,170000977668,BA,18.0,F,,2,0,380.0,396.9,326.5,438.7,0,520.0,H,H,2.0,B,C,A,C,B,B,B,B,A,578.752960613571,1542.1,2062.100000000001
19833,170005055866,SP,37.0,M,,1,0,467.6,600.3,571.2,413.9,1,660.0,B,C,5.0,B,D,A,B,B,B,B,A,A,367.6101969513843,2053.0,2713.0
54620,170000808398,PR,18.0,F,0.0,1,0,577.9,571.6,583.9,661.8,0,560.0,G,E,4.0,E,D,B,D,B,C,B,A,D,8166.665851693169,2395.2,2955.2
82004,170004501700,MT,19.0,F,0.0,1,0,476.8,403.4,459.5,434.7,1,600.0,D,C,5.0,C,C,A,C,B,B,B,A,A,765.2797544332857,1774.4,2374.4
5149,170005667906,MG,22.0,M,0.0,1,0,453.3,421.3,438.6,632.4,1,520.0,C,C,3.0,B,C,A,C,A,B,B,A,A,771.9235527633932,1945.6,2465.6
129287,170002745976,RJ,32.0,F,0.0,1,0,587.0,675.4,633.1,655.5,1,520.0,B,E,1.0,B,C,A,B,A,A,B,A,D,3559.591912572926,2551.0,3071.0
51111,170000246648,GO,16.0,M,0.0,2,0,513.2,570.2,484.7,612.4,0,560.0,F,G,4.0,C,C,A,C,A,B,B,B,A,1452.6778566111145,2180.5,2740.5
127563,170003936556,RS,28.0,M,1.0,1,0,566.5,588.2,597.0,604.9,1,660.0,H,H,3.0,B,C,B,C,A,A,B,A,A,2225.5025854273745,2356.6,3016.6
196851,170000726349,PB,17.0,F,0.0,2,0,493.6,595.8,569.3,537.7,1,580.0,E,E,4.0,C,D,B,C,A,B,B,B,A,2335.146106141897,2196.4,2776.4
184842,170000342628,PE,20.0,F,0.0,1,0,575.5,554.1,498.7,433.4,0,460.0,A,B,3.0,B,C,A,B,A,B,B,A,A,0.0,2061.7,2521.7
123025,170001977035,SP,17.0,F,0.0,2,0,396.2,484.4,482.5,468.6,0,620.0,C,C,2.0,B,C,B,B,A,A,B,B,A,1352.8345894392196,1831.7,2451.7
49435,170002014373,MG,27.0,F,0.0,1,0,520.2,641.5,604.0,668.7,0,620.0,G,G,2.0,B,C,A,D,B,C,B,A,D,1213.442613417799,2434.4,3054.4
141331,170006703505,MG,25.0,F,,1,0,493.6,497.4,490.0,509.6,1,480.0,A,B,3.0,B,C,B,C,A,A,A,A,A,245.2615787386591,1990.6,2470.6
79935,170000706401,SP,17.0,M,0.0,2,0,599.4,556.3,523.3,672.5,0,620.0,E,E,4.0,B,D,C,E,A,C,B,B,D,6211.664807925233,2351.5,2971.5
140791,170000879209,MG,20.0,F,0.0,1,0,535.8,392.0,539.1,439.8,1,680.0,E,E,3.0,C,C,B,C,A,B,B,A,E,1107.7556441786244,1906.7,2586.7
126033,170000508728,SP,23.0,M,0.0,1,0,537.4,350.8,494.1,550.9,0,400.0,D,E,5.0,C,D,B,D,A,A,B,A,A,2572.8664695758866,1933.2000000000005,2333.2000000000007
132492,170005259682,MG,21.0,F,0.0,2,0,588.6,625.6,603.4,467.8,0,740.0,D,D,4.0,B,D,B,D,B,B,B,B,A,2331.3361734923396,2285.4,3025.4
93684,170001736025,PE,56.0,M,1.0,1,0,414.9,343.0,453.1,479.9,1,400.0,A,A,2.0,B,B,A,B,B,B,B,A,A,1822.9436447223893,1690.9,2090.9
167033,170003700985,MG,15.0,F,0.0,3,1,549.8,579.3,536.9,512.7,1,700.0,D,E,4.0,E,D,B,D,B,B,B,C,A,1488.509541480183,2178.7,2878.7
118306,170002466679,SP,26.0,M,0.0,2,0,463.4,540.7,527.3,590.4,1,500.0,B,B,2.0,B,B,A,C,B,B,B,B,A,1339.3598350325956,2121.8,2621.8
152034,170000631966,CE,21.0,M,0.0,3,0,520.3,535.1,449.9,424.5,1,400.0,H,H,6.0,B,C,A,E,A,A,A,C,A,547.3883080753949,1929.8,2329.8
102093,170001673994,RJ,19.0,F,0.0,1,0,395.9,543.7,511.7,544.7,0,560.0,D,E,3.0,B,C,A,D,A,A,A,A,E,2247.90274010688,1996.0,2556.0
122943,170004009925,SP,17.0,F,0.0,2,0,507.2,558.9,515.2,510.4,1,500.0,E,D,4.0,B,C,B,E,B,B,B,B,B,2816.8757989959204,2091.7,2591.7
196551,170001503897,SC,26.0,F,0.0,1,0,441.3,515.9,497.0,517.6,1,600.0,H,E,1.0,B,B,A,B,A,A,B,A,A,988.3007682477513,1971.8,2571.8
86835,170000393917,AM,21.0,F,0.0,1,0,508.3,352.2,505.5,513.4,0,640.0,A,C,5.0,B,D,A,C,A,A,A,A,A,1161.744824877744,1879.4,2519.4
29737,170005906644,SC,37.0,M,2.0,1,0,499.1,636.9,580.5,668.0,0,520.0,A,C,1.0,B,C,B,B,A,B,B,A,A,1100.7983457751668,2384.5,2904.5
35641,170003837276,MG,18.0,M,0.0,2,0,515.0,548.1,541.8,535.5,0,420.0,D,D,5.0,B,D,B,B,A,B,B,B,A,756.3914370159332,2140.4,2560.4
185839,170003423902,PA,22.0,F,0.0,1,0,528.6,584.9,520.1,465.4,1,400.0,A,A,4.0,B,C,A,C,A,A,A,A,A,849.5929190454053,2099.0,2499.0
40921,170000238526,CE,45.0,F,1.0,1,0,465.2,495.2,459.2,526.4,1,0.0,B,B,5.0,B,C,B,C,A,B,B,A,A,1110.8693510857042,1946.0,1946.0
65516,170003615230,AL,16.0,M,0.0,3,1,528.5,531.3,495.2,591.3,0,520.0,C,C,3.0,B,C,A,C,A,A,A,C,D,57.771605893831385,2146.3,2666.3
31163,170004268030,SC,17.0,F,0.0,2,0,626.8,548.4,574.6,649.7,0,640.0,D,G,3.0,B,D,B,D,B,A,B,B,D,5560.771784940666,2399.5,3039.5
84716,170002987188,PE,18.0,M,0.0,1,0,467.3,597.2,492.0,627.3,1,660.0,B,B,6.0,B,C,A,B,A,A,A,A,A,0.0,2183.8,2843.8
184992,170001249737,MS,17.0,F,0.0,2,0,406.3,508.2,604.0,440.3,0,640.0,G,B,4.0,B,C,B,C,A,B,B,B,A,0.0,1958.8,2598.8
115740,170002012723,CE,20.0,F,0.0,1,0,616.2,598.3,541.5,637.8,1,700.0,E,E,8.0,B,C,A,C,A,B,B,A,A,2369.33035874591,2393.8,3093.8
30631,170005480540,SP,36.0,M,1.0,1,0,426.8,467.1,516.6,401.0,1,480.0,B,B,3.0,B,B,B,C,B,B,B,A,A,1545.8761984894327,1811.5,2291.5
102625,170003015651,AM,18.0,F,0.0,2,0,599.7,625.3,575.9,659.5,0,660.0,E,E,3.0,B,C,A,A,A,A,B,B,A,8335.442697997027,2460.4,3120.4
51736,170000393526,PI,23.0,F,0.0,1,0,437.7,370.9,487.5,407.4,1,460.0,B,A,5.0,B,C,A,C,A,A,A,A,A,348.08902539705343,1703.5,2163.5
133327,170001197454,CE,21.0,F,0.0,2,0,437.8,494.0,375.5,406.7,1,460.0,E,B,4.0,B,B,A,B,A,A,A,B,D,818.6697048798961,1714.0,2174.0
186601,170005315092,CE,17.0,M,0.0,2,0,642.2,657.2,631.2,790.8,1,900.0,H,E,6.0,B,A,A,E,B,B,B,B,A,167.74746612257104,2721.4,3621.4
44976,170002858165,DF,23.0,M,1.0,1,0,422.8,436.8,501.2,547.1,1,420.0,B,E,2.0,B,B,B,C,A,B,B,A,B,957.0600970874524,1907.9,2327.9
52920,170000967192,MG,20.0,F,0.0,1,0,473.0,522.5,496.6,486.9,0,340.0,C,B,5.0,C,D,B,B,A,A,B,A,A,1160.1587182253052,1979.0,2319.0
29628,170004080779,SP,21.0,F,0.0,1,0,478.5,519.0,564.6,587.9,0,0.0,D,D,4.0,C,D,B,E,B,B,B,A,A,1331.3305768232885,2150.0,2150.0
56175,170000654152,SC,26.0,M,,1,0,575.3,642.4,581.6,658.8,0,620.0,D,C,3.0,B,C,A,B,A,A,A,A,A,1122.0666497096515,2458.0999999999995,3078.0999999999995
169148,170000901688,RS,28.0,M,1.0,1,0,588.3,650.9,606.9,696.0,0,620.0,E,E,2.0,B,C,B,C,A,C,B,A,B,5441.570723178427,2542.1,3162.1
49018,170002682715,RN,17.0,M,0.0,1,0,567.0,564.9,524.8,454.5,0,600.0,F,F,4.0,B,C,B,C,B,B,B,A,A,4303.7871995346,2111.2,2711.2
99883,170005284806,RJ,38.0,F,0.0,1,0,403.3,459.9,531.6,436.0,0,0.0,E,E,2.0,D,D,A,C,B,B,B,A,A,1157.2333569424513,1830.8,1830.8
109749,170002717455,PR,24.0,M,0.0,1,0,552.5,635.4,619.7,459.7,0,600.0,B,D,6.0,B,D,B,E,B,C,B,A,A,2798.920027665653,2267.3,2867.3
146091,170001148682,PE,17.0,F,0.0,2,0,524.5,459.8,478.5,554.4,1,640.0,E,A,4.0,C,E,C,D,B,C,B,B,D,937.2783405544117,2017.2,2657.2
128564,170001885824,CE,17.0,M,0.0,2,0,399.6,448.3,370.1,428.3,1,400.0,B,D,4.0,B,C,A,C,A,A,A,B,A,326.9322959855138,1646.3,2046.3
148937,170002233840,MG,23.0,M,0.0,1,0,407.6,578.0,548.0,636.0,0,420.0,H,B,8.0,B,C,A,D,A,B,B,A,A,2106.2512402824827,2169.6,2589.6
90224,170000078629,RJ,20.0,M,0.0,1,0,483.0,467.4,540.7,548.0,1,560.0,C,C,6.0,B,C,A,D,B,A,A,A,A,1558.3592034851529,2039.1,2599.1
94663,170003065871,MS,18.0,M,0.0,1,0,479.5,415.0,454.9,636.5,0,440.0,C,B,3.0,C,D,A,D,A,C,B,A,A,1387.8373474511716,1985.9,2425.9
1543,170005010440,PE,39.0,M,1.0,1,0,471.6,438.6,527.4,441.8,0,560.0,C,C,4.0,B,C,A,B,A,B,B,A,A,1036.5487341001624,1879.4,2439.4
160232,170002874215,SE,21.0,M,0.0,1,0,506.4,564.9,595.4,502.6,0,520.0,E,F,4.0,B,C,A,C,B,B,B,A,A,2317.5833149502328,2169.3,2689.3
186585,170003193647,PB,25.0,F,0.0,1,0,457.0,432.1,479.2,357.9,1,0.0,E,E,3.0,B,C,A,B,A,A,A,A,A,1462.9883046599216,1726.1999999999994,1726.1999999999994
192858,170003690439,PB,17.0,F,0.0,2,0,444.3,452.4,499.0,516.6,0,600.0,B,D,2.0,B,B,A,B,A,B,A,B,A,872.4816373972184,1912.3,2512.3
54091,170004614113,RS,20.0,F,0.0,1,0,398.0,496.6,481.0,395.3,1,440.0,C,C,4.0,B,C,B,B,A,A,A,A,A,66.70824986352947,1770.9,2210.9
94085,170002689165,PA,31.0,F,0.0,1,0,397.8,487.3,524.3,488.0,1,560.0,B,B,3.0,B,A,A,B,A,A,A,A,A,0.0,1897.4,2457.4
27740,170000710379,MG,59.0,M,1.0,1,0,485.2,509.7,512.0,403.9,1,500.0,D,D,4.0,B,D,B,E,B,B,B,A,A,2568.6286879725244,1910.8,2410.8
12095,170006263792,MG,17.0,M,0.0,2,0,588.0,586.2,629.9,590.0,0,480.0,F,E,5.0,C,D,B,D,A,B,B,B,A,4767.171360912292,2394.1,2874.1
116463,170000101629,RJ,19.0,M,0.0,2,0,421.2,550.9,503.6,412.6,0,620.0,G,E,4.0,B,B,A,B,A,A,B,B,B,1014.7700341730607,1888.3,2508.3
20772,170002932606,SC,17.0,F,0.0,3,1,493.7,407.6,399.9,378.2,0,420.0,C,C,4.0,B,D,B,E,A,A,A,B,A,784.2749512937218,1679.4,2099.4
79410,170004110881,RS,32.0,F,0.0,1,0,528.6,554.2,612.0,588.2,1,460.0,B,B,3.0,B,C,A,B,B,B,B,A,A,1770.2188147055026,2283.0,2743.0
77257,170000408105,AC,25.0,F,0.0,1,0,490.9,349.3,455.7,390.3,0,440.0,A,B,4.0,B,C,A,B,A,A,A,A,A,1116.6340671424562,1686.2,2126.2
120660,170001777337,RN,25.0,M,,1,0,640.7,499.1,481.9,453.1,1,400.0,E,D,4.0,B,C,A,B,A,A,A,A,A,1392.4577322174102,2074.8,2474.8
199514,170004533510,SP,20.0,M,0.0,1,0,600.3,669.2,639.9,745.8,0,660.0,E,E,2.0,D,C,B,C,B,B,B,A,D,2484.939469807186,2655.2,3315.2
166726,170001483342,PI,22.0,F,1.0,1,0,477.6,574.4,529.3,543.4,0,480.0,C,E,3.0,B,C,B,C,A,A,A,A,A,891.4977162925647,2124.7,2604.7
196087,170006578100,MG,17.0,F,0.0,3,1,584.5,566.1,562.2,386.3,1,540.0,D,H,2.0,B,B,B,C,A,B,B,C,A,2564.531987289905,2099.1,2639.1
176286,170006459318,MG,20.0,M,0.0,1,0,521.4,484.3,488.3,464.5,1,540.0,E,C,6.0,B,D,A,D,A,A,A,A,A,1879.3495681388708,1958.5,2498.5
34191,170004385524,SP,26.0,M,1.0,1,0,558.9,447.2,584.7,447.5,1,600.0,B,B,2.0,B,C,A,C,A,A,A,A,A,2296.9213109071684,2038.3,2638.3
152395,170002038732,DF,18.0,M,0.0,1,0,478.9,633.1,455.9,688.2,1,600.0,D,F,3.0,B,C,A,C,A,B,B,A,A,1807.8283709178354,2256.100000000001,2856.1000000000013
177134,170001787878,MG,20.0,F,0.0,1,0,480.6,491.0,479.5,453.8,0,600.0,B,C,4.0,B,C,A,E,A,B,B,A,A,1641.470189548474,1904.9,2504.9
88980,170004048519,RJ,18.0,F,0.0,1,0,629.9,654.0,651.0,501.8,1,700.0,D,E,4.0,B,C,A,E,B,B,B,A,D,3672.930709239757,2436.7000000000007,3136.700000000001
48616,170005910031,MG,17.0,F,0.0,2,0,558.6,589.4,573.8,516.5,0,480.0,A,B,7.0,B,D,A,A,A,A,A,B,A,772.5232993381189,2238.3,2718.3
189412,170004779072,SP,18.0,F,0.0,1,0,476.1,517.9,533.0,576.4,0,640.0,F,E,3.0,B,C,A,D,A,A,B,A,A,1066.5567417242862,2103.4,2743.4
56081,170005801190,SP,16.0,M,0.0,3,1,645.4,558.6,549.3,732.9,0,520.0,F,D,4.0,B,C,B,D,B,B,B,C,B,2954.1246293112486,2486.2,3006.2
149698,170005194352,SP,46.0,F,0.0,1,0,454.8,461.1,466.2,402.7,1,0.0,B,A,2.0,C,C,A,C,A,B,B,A,A,1058.876539882554,1784.8000000000006,1784.8000000000006
137440,170006279226,RS,17.0,F,0.0,3,1,420.8,561.5,450.8,459.0,1,380.0,B,C,4.0,B,D,A,D,A,A,A,C,A,914.3120130684067,1892.1,2272.1
120727,170001686595,CE,18.0,F,0.0,1,0,541.0,499.8,609.0,519.6,0,540.0,A,A,5.0,B,B,A,B,A,A,A,A,A,251.34806487608532,2169.4,2709.4
73229,170004898682,BA,19.0,M,0.0,4,0,566.7,476.7,445.3,402.4,1,320.0,E,E,3.0,B,C,A,C,B,B,B,D,A,1330.8609478472445,1891.1,2211.1
8683,170002995701,MA,18.0,F,0.0,2,0,503.3,421.0,467.8,469.1,1,640.0,H,B,3.0,B,C,A,C,A,A,A,B,A,0.0,1861.2,2501.2
122287,170002367425,PR,21.0,M,0.0,1,0,482.2,448.2,410.9,466.0,0,420.0,B,B,2.0,B,B,A,B,A,B,B,A,A,1151.685356154517,1807.3,2227.3
59691,170003030816,PE,21.0,F,0.0,1,0,529.6,536.2,499.5,517.6,1,620.0,B,A,7.0,B,C,A,D,A,A,B,A,A,0.0,2082.9,2702.9
93278,170003597649,ES,17.0,F,0.0,2,0,602.1,677.0,610.5,673.0,0,920.0,F,F,3.0,C,E,B,D,B,B,B,B,D,10381.603398519259,2562.6,3482.6
37469,170005460207,SP,18.0,M,,1,0,413.7,438.2,379.9,500.5,1,540.0,H,H,3.0,A,B,A,A,B,A,A,A,A,0.0,1732.3,2272.3
37130,170004973331,RN,30.0,F,,1,0,525.0,591.5,613.5,437.9,1,580.0,A,E,4.0,B,C,A,B,A,B,B,A,A,1573.8990456034091,2167.9,2747.9
109691,170001918649,MA,18.0,M,0.0,2,0,532.0,440.4,547.8,491.1,0,460.0,B,E,6.0,C,D,A,C,A,A,B,B,A,834.8622229343229,2011.3,2471.3
23457,170000501018,RJ,20.0,F,0.0,1,0,444.2,460.1,457.0,463.3,1,520.0,C,B,5.0,B,C,A,C,B,A,B,A,A,1210.9595728590948,1824.6,2344.6
71250,170002495226,RJ,21.0,F,0.0,1,0,551.3,518.1,523.7,425.9,1,560.0,E,E,4.0,B,C,B,E,B,B,B,A,A,3338.132018838718,2019.0,2579.0
80542,170003633904,CE,20.0,F,0.0,1,0,532.5,545.7,506.9,482.6,1,580.0,B,B,5.0,B,B,A,B,A,A,A,A,A,70.93927723391519,2067.7,2647.7
190725,170006161410,PA,22.0,F,0.0,1,0,496.1,458.3,390.8,405.4,1,520.0,B,B,5.0,B,B,A,B,A,A,A,A,A,385.47996409348633,1750.6,2270.6
180788,170001006305,SP,18.0,F,0.0,1,0,419.0,483.6,447.0,494.9,0,520.0,D,C,6.0,B,C,B,E,B,A,B,A,A,2468.5439730203084,1844.5,2364.5
4962,170003122810,PE,18.0,M,0.0,1,0,561.9,365.6,548.9,531.3,0,500.0,F,D,4.0,B,C,B,E,A,B,B,A,A,509.30727692105035,2007.7,2507.7
21576,170000908604,BA,24.0,F,0.0,1,0,451.0,579.4,501.2,580.4,0,420.0,E,E,4.0,B,C,A,C,A,B,B,A,A,1308.0679757097755,2112.0,2532.0
122565,170005129099,SP,25.0,F,0.0,1,0,466.9,531.4,557.9,517.9,0,480.0,C,B,3.0,B,C,A,B,B,A,B,A,A,1242.124522904047,2074.1,2554.1
171789,170005435223,MG,17.0,M,0.0,2,0,580.4,567.2,544.5,576.2,1,640.0,D,D,4.0,D,E,C,E,B,B,B,B,A,2482.2846760399543,2268.3,2908.3
75931,170004322546,SP,18.0,M,0.0,1,0,493.2,452.7,456.8,411.0,1,460.0,C,E,4.0,B,C,B,C,A,A,B,A,A,1987.3041596691198,1813.7,2273.7
164053,170001106017,CE,19.0,F,0.0,1,0,566.4,446.7,506.1,441.0,1,540.0,C,C,6.0,B,C,A,C,A,A,A,A,A,0.0,1960.2,2500.2
88182,170006387647,MG,23.0,F,0.0,1,0,557.5,443.7,536.4,462.6,1,580.0,F,E,2.0,C,D,B,C,A,B,B,A,E,68.94682243068073,2000.2,2580.2
181064,170001535272,MG,16.0,M,0.0,3,1,566.0,554.0,495.3,560.2,1,480.0,E,B,5.0,C,D,C,E,B,C,B,C,D,3180.774236682477,2175.5,2655.5
144240,170004592264,PE,20.0,F,1.0,1,0,488.9,465.1,423.0,388.4,1,380.0,B,D,2.0,B,C,A,B,A,A,A,A,A,713.6241418749993,1765.4,2145.4
123880,170004209856,MG,21.0,M,0.0,1,0,636.3,667.6,616.4,694.3,0,680.0,E,F,3.0,C,E,D,D,B,B,B,A,D,5996.5797209343555,2614.600000000001,3294.6000000000013
55286,170001655079,RN,27.0,M,0.0,1,0,540.4,559.5,565.9,528.1,0,580.0,C,B,2.0,B,C,A,B,A,A,A,A,A,868.4403092983277,2193.9,2773.9
97280,170006085940,RS,17.0,F,0.0,2,0,434.8,477.8,494.4,543.2,0,640.0,E,E,5.0,C,E,B,D,A,B,B,B,A,2004.565471964368,1950.2,2590.2
15862,170005931377,SP,17.0,M,0.0,2,0,578.5,650.3,565.4,726.0,0,660.0,E,D,4.0,C,C,B,E,B,B,B,B,D,8421.960599314967,2520.2,3180.2
134569,170005146190,AL,17.0,F,0.0,2,0,582.0,640.3,541.1,562.3,0,860.0,E,E,3.0,C,C,B,D,A,C,B,B,D,3362.680897872437,2325.7,3185.7
86618,170003706512,MT,18.0,F,0.0,2,0,420.1,430.3,503.3,570.2,1,560.0,C,C,4.0,B,C,A,D,A,A,A,B,A,1573.3095891516505,1923.9,2483.9
79112,170002896540,MG,17.0,M,0.0,3,1,477.2,566.6,576.4,582.2,0,720.0,E,E,4.0,C,D,B,E,B,B,B,C,D,4697.955259087023,2202.4,2922.4
39045,170000278957,PE,24.0,M,0.0,1,0,548.0,555.9,546.1,519.5,1,580.0,C,C,4.0,B,C,B,D,A,C,A,A,A,2138.03046344827,2169.5,2749.5
142137,170004848484,PE,21.0,F,0.0,1,0,466.8,423.3,460.4,468.1,1,480.0,H,G,3.0,B,B,A,C,A,A,A,A,A,891.6351909286012,1818.6,2298.6
135194,170001168042,PI,37.0,M,0.0,1,0,529.8,561.4,410.4,438.7,1,0.0,A,A,4.0,A,B,A,B,A,A,A,A,A,485.4923451778978,1940.3,1940.3
88774,170002588632,ES,17.0,F,0.0,3,1,577.2,573.0,583.5,596.2,0,480.0,C,C,3.0,B,C,B,E,B,B,B,C,A,2917.0373451931873,2329.9,2809.9
53736,170004041037,SC,22.0,M,0.0,1,0,503.9,519.2,517.2,606.1,0,440.0,H,H,5.0,B,D,B,E,A,B,B,A,A,4106.24762252414,2146.4,2586.4
67599,170000152242,SP,17.0,M,0.0,2,0,656.3,632.4,574.2,759.8,0,900.0,E,E,3.0,D,D,C,D,A,B,B,B,D,5077.827369778787,2622.7,3522.7
170710,170000905446,DF,20.0,M,0.0,2,0,571.5,634.2,535.8,587.7,0,660.0,H,H,6.0,B,C,B,B,A,A,A,B,A,1118.1934481231917,2329.2,2989.2
20376,170000616638,RJ,19.0,F,0.0,1,0,388.8,571.8,520.2,476.9,1,740.0,C,C,4.0,B,B,A,C,A,A,B,A,A,187.71576599105487,1957.7,2697.7
197504,170002588994,PE,18.0,F,0.0,2,0,427.5,464.0,434.5,377.9,1,0.0,E,E,4.0,D,E,D,E,B,C,B,B,D,9513.978294954732,1703.9,1703.9
150089,170006290475,ES,38.0,F,0.0,1,0,581.9,449.3,520.7,473.3,1,580.0,B,B,2.0,B,D,A,C,A,B,B,A,A,471.7102168902603,2025.2,2605.2
39147,170006003303,SP,32.0,M,0.0,1,0,601.7,615.6,557.2,683.0,0,420.0,F,B,6.0,B,B,A,C,B,B,B,A,A,1331.1003035791466,2457.5,2877.5
112411,170001910827,GO,16.0,M,0.0,2,0,544.8,545.2,522.8,531.9,1,620.0,C,E,4.0,B,C,B,D,B,A,B,B,A,2414.84906752897,2144.7,2764.7
148729,170000237534,MA,18.0,M,0.0,1,0,477.9,450.3,497.0,386.5,0,540.0,E,F,5.0,B,C,A,B,A,B,B,A,A,1709.1591861555426,1811.7,2351.7
83617,170005886228,MG,31.0,F,0.0,1,0,491.3,556.4,504.9,499.9,1,0.0,C,B,3.0,B,C,B,C,A,B,B,A,A,1444.8561485221433,2052.5,2052.5
154500,170001202151,PB,25.0,M,0.0,1,0,433.2,490.4,399.8,381.4,1,440.0,B,C,4.0,B,C,A,C,A,A,A,A,A,395.5195597092915,1704.7999999999995,2144.8
69958,170003652843,RO,26.0,M,0.0,1,0,541.7,508.6,492.0,376.5,0,460.0,C,E,3.0,B,B,A,C,A,B,B,A,A,726.3937688521993,1918.8,2378.8
8037,170002327877,MT,17.0,F,0.0,2,0,605.4,578.7,545.9,518.8,1,520.0,F,G,4.0,E,D,E,E,B,E,B,B,D,23100.832793115933,2248.8,2768.8
118011,170006130693,SP,17.0,M,0.0,2,0,556.5,603.1,540.1,477.3,0,600.0,C,F,6.0,B,D,B,B,A,A,A,B,E,1461.832576418288,2177.0,2777.0
134792,170005591330,ES,29.0,F,3.0,2,0,397.6,459.4,475.5,515.3,0,420.0,B,B,4.0,B,C,A,C,A,A,B,B,A,232.63754407601684,1847.8,2267.8
155369,170006023558,BA,24.0,F,0.0,1,0,519.7,436.2,442.1,452.5,1,640.0,B,B,4.0,B,C,A,C,A,B,B,A,A,1135.49103912098,1850.5,2490.5
186529,170005475295,TO,17.0,F,,2,0,428.8,571.1,539.4,651.0,0,680.0,E,E,7.0,C,D,A,E,A,A,A,B,A,1292.3543334843534,2190.3,2870.3
